state,state_abbreviation,county,fips,party,candidate,votes,fraction_votes
Georgia,GA,Glascock,13125,Republican,John Kasich,10,0.013999999999999999
Georgia,GA,Glascock,13125,Democrat,Hillary Clinton,38,0.623
Georgia,GA,Glascock,13125,Democrat,Bernie Sanders,19,0.311
Georgia,GA,Glynn,13127,Republican,Donald Trump,5516,0.43799999999999994
Georgia,GA,Glynn,13127,Republican,Ted Cruz,2555,0.203
Georgia,GA,Glynn,13127,Republican,Marco Rubio,2538,0.20199999999999999
Georgia,GA,Glynn,13127,Republican,John Kasich,943,0.075
Georgia,GA,Glynn,13127,Republican,Ben Carson,846,0.067
Georgia,GA,Glynn,13127,Democrat,Hillary Clinton,2870,0.687
Georgia,GA,Glynn,13127,Democrat,Bernie Sanders,1277,0.306
Georgia,GA,Gordon,13129,Republican,Donald Trump,4339,0.506
Georgia,GA,Gordon,13129,Republican,Ted Cruz,1603,0.187
Georgia,GA,Gordon,13129,Republican,Marco Rubio,1424,0.166
Georgia,GA,Gordon,13129,Republican,Ben Carson,733,0.085
Georgia,GA,Gordon,13129,Republican,John Kasich,356,0.040999999999999995
Georgia,GA,Gordon,13129,Democrat,Hillary Clinton,776,0.575
Georgia,GA,Gordon,13129,Democrat,Bernie Sanders,553,0.41
Georgia,GA,Grady,13131,Republican,Donald Trump,1422,0.445
Georgia,GA,Grady,13131,Republican,Ted Cruz,805,0.252
Georgia,GA,Grady,13131,Republican,Marco Rubio,555,0.17300000000000001
Georgia,GA,Grady,13131,Republican,Ben Carson,258,0.081
Georgia,GA,Grady,13131,Republican,John Kasich,108,0.034
Georgia,GA,Grady,13131,Democrat,Hillary Clinton,887,0.759
Georgia,GA,Grady,13131,Democrat,Bernie Sanders,261,0.223
Georgia,GA,Greene,13133,Republican,Donald Trump,1555,0.41200000000000003
Georgia,GA,Greene,13133,Republican,Marco Rubio,982,0.26
Georgia,GA,Greene,13133,Republican,Ted Cruz,637,0.16899999999999998
Georgia,GA,Greene,13133,Republican,John Kasich,364,0.096
Georgia,GA,Greene,13133,Republican,Ben Carson,181,0.048
Georgia,GA,Greene,13133,Democrat,Hillary Clinton,1076,0.858
Georgia,GA,Greene,13133,Democrat,Bernie Sanders,169,0.135
Georgia,GA,Gwinnett,13135,Republican,Donald Trump,32014,0.325
Georgia,GA,Gwinnett,13135,Republican,Marco Rubio,29652,0.301
Georgia,GA,Gwinnett,13135,Republican,Ted Cruz,25313,0.257
Georgia,GA,Gwinnett,13135,Republican,John Kasich,5457,0.055
Georgia,GA,Gwinnett,13135,Republican,Ben Carson,5029,0.051
Georgia,GA,Gwinnett,13135,Democrat,Hillary Clinton,37465,0.662
Georgia,GA,Gwinnett,13135,Democrat,Bernie Sanders,18883,0.33399999999999996
Georgia,GA,Habersham,13137,Republican,Donald Trump,3289,0.418
Georgia,GA,Habersham,13137,Republican,Ted Cruz,2090,0.266
Georgia,GA,Habersham,13137,Republican,Marco Rubio,1491,0.18899999999999997
Georgia,GA,Habersham,13137,Republican,Ben Carson,587,0.075
Georgia,GA,Habersham,13137,Republican,John Kasich,310,0.039
Georgia,GA,Habersham,13137,Democrat,Hillary Clinton,608,0.52
Georgia,GA,Habersham,13137,Democrat,Bernie Sanders,553,0.473
Georgia,GA,Hall,13139,Republican,Donald Trump,12536,0.385
Georgia,GA,Hall,13139,Republican,Ted Cruz,9067,0.278
Georgia,GA,Hall,13139,Republican,Marco Rubio,6779,0.20800000000000002
Georgia,GA,Hall,13139,Republican,Ben Carson,2294,0.07
Georgia,GA,Hall,13139,Republican,John Kasich,1536,0.047
Georgia,GA,Hall,13139,Democrat,Hillary Clinton,3482,0.603
Georgia,GA,Hall,13139,Democrat,Bernie Sanders,2245,0.389
Georgia,GA,Hancock,13141,Republican,Donald Trump,229,0.5539999999999999
Georgia,GA,Hancock,13141,Republican,Marco Rubio,63,0.153
Georgia,GA,Hancock,13141,Republican,Ted Cruz,61,0.14800000000000002
Georgia,GA,Hancock,13141,Republican,Ben Carson,29,0.07
Georgia,GA,Hancock,13141,Republican,John Kasich,19,0.046
Georgia,GA,Hancock,13141,Democrat,Hillary Clinton,1112,0.8740000000000001
Georgia,GA,Hancock,13141,Democrat,Bernie Sanders,145,0.114
Georgia,GA,Haralson,13143,Republican,Donald Trump,2818,0.495
Georgia,GA,Haralson,13143,Republican,Ted Cruz,1454,0.255
Georgia,GA,Haralson,13143,Republican,Marco Rubio,786,0.138
Georgia,GA,Haralson,13143,Republican,Ben Carson,437,0.077
Georgia,GA,Haralson,13143,Republican,John Kasich,125,0.022000000000000002
Georgia,GA,Haralson,13143,Democrat,Hillary Clinton,413,0.551
Georgia,GA,Haralson,13143,Democrat,Bernie Sanders,311,0.415
Georgia,GA,Harris,13145,Republican,Donald Trump,2542,0.369
Georgia,GA,Harris,13145,Republican,Ted Cruz,1946,0.282
Georgia,GA,Harris,13145,Republican,Marco Rubio,1291,0.187
Georgia,GA,Harris,13145,Republican,Ben Carson,685,0.099
Georgia,GA,Harris,13145,Republican,John Kasich,345,0.05
Georgia,GA,Harris,13145,Democrat,Hillary Clinton,1372,0.75
Georgia,GA,Harris,13145,Democrat,Bernie Sanders,448,0.245
Georgia,GA,Hart,13147,Republican,Donald Trump,1858,0.442
Georgia,GA,Hart,13147,Republican,Ted Cruz,965,0.22899999999999998
Georgia,GA,Hart,13147,Republican,Marco Rubio,810,0.192
Georgia,GA,Hart,13147,Republican,Ben Carson,355,0.084
Georgia,GA,Hart,13147,Republican,John Kasich,173,0.040999999999999995
Georgia,GA,Hart,13147,Democrat,Hillary Clinton,740,0.723
Georgia,GA,Hart,13147,Democrat,Bernie Sanders,276,0.27
Georgia,GA,Heard,13149,Republican,Donald Trump,1068,0.552
Georgia,GA,Heard,13149,Republican,Ted Cruz,415,0.214
Georgia,GA,Heard,13149,Republican,Marco Rubio,216,0.11199999999999999
Georgia,GA,Heard,13149,Republican,Ben Carson,111,0.057
Georgia,GA,Heard,13149,Republican,John Kasich,102,0.053
Georgia,GA,Heard,13149,Democrat,Hillary Clinton,276,0.701
Georgia,GA,Heard,13149,Democrat,Bernie Sanders,111,0.282
Georgia,GA,Henry,13151,Republican,Donald Trump,11330,0.402
Georgia,GA,Henry,13151,Republican,Ted Cruz,8184,0.29
Georgia,GA,Henry,13151,Republican,Marco Rubio,5746,0.204
Georgia,GA,Henry,13151,Republican,Ben Carson,1694,0.06
Georgia,GA,Henry,13151,Republican,John Kasich,858,0.03
Georgia,GA,Henry,13151,Democrat,Hillary Clinton,15639,0.777
Georgia,GA,Henry,13151,Democrat,Bernie Sanders,4406,0.21899999999999997
Georgia,GA,Houston,13153,Republican,Donald Trump,7091,0.37
Georgia,GA,Houston,13153,Republican,Ted Cruz,5133,0.268
Georgia,GA,Houston,13153,Republican,Marco Rubio,4130,0.21600000000000003
Georgia,GA,Houston,13153,Republican,Ben Carson,1672,0.087
Georgia,GA,Houston,13153,Republican,John Kasich,862,0.045
Georgia,GA,Houston,13153,Democrat,Hillary Clinton,6274,0.76
Georgia,GA,Houston,13153,Democrat,Bernie Sanders,1946,0.23600000000000002
Georgia,GA,Irwin,13155,Republican,Donald Trump,869,0.574
Georgia,GA,Irwin,13155,Republican,Ted Cruz,295,0.195
Georgia,GA,Irwin,13155,Republican,Marco Rubio,155,0.102
Georgia,GA,Irwin,13155,Republican,Ben Carson,148,0.098
Georgia,GA,Irwin,13155,Republican,John Kasich,37,0.024
Georgia,GA,Irwin,13155,Democrat,Hillary Clinton,326,0.799
Georgia,GA,Irwin,13155,Democrat,Bernie Sanders,74,0.18100000000000002
Georgia,GA,Jackson,13157,Republican,Donald Trump,5484,0.429
Georgia,GA,Jackson,13157,Republican,Ted Cruz,3551,0.278
Georgia,GA,Jackson,13157,Republican,Marco Rubio,2397,0.188
Georgia,GA,Jackson,13157,Republican,Ben Carson,830,0.065
Georgia,GA,Jackson,13157,Republican,John Kasich,404,0.032
Georgia,GA,Jackson,13157,Democrat,Hillary Clinton,1193,0.614
Georgia,GA,Jackson,13157,Democrat,Bernie Sanders,729,0.375
Georgia,GA,Jasper,13159,Republican,Donald Trump,1205,0.484
Georgia,GA,Jasper,13159,Republican,Ted Cruz,701,0.282
Georgia,GA,Jasper,13159,Republican,Marco Rubio,371,0.149
Georgia,GA,Jasper,13159,Republican,Ben Carson,115,0.046
Georgia,GA,Jasper,13159,Republican,John Kasich,67,0.027000000000000003
Georgia,GA,Jasper,13159,Democrat,Hillary Clinton,632,0.8140000000000001
Georgia,GA,Jasper,13159,Democrat,Bernie Sanders,133,0.171
Georgia,GA,Jeff Davis,13161,Republican,Donald Trump,1071,0.469
Georgia,GA,Jeff Davis,13161,Republican,Ted Cruz,541,0.237
Georgia,GA,Jeff Davis,13161,Republican,Marco Rubio,366,0.16
Georgia,GA,Jeff Davis,13161,Republican,Ben Carson,195,0.085
Georgia,GA,Jeff Davis,13161,Republican,John Kasich,69,0.03
Georgia,GA,Jeff Davis,13161,Democrat,Hillary Clinton,400,0.7659999999999999
Georgia,GA,Jeff Davis,13161,Democrat,Bernie Sanders,106,0.203
Georgia,GA,Jefferson,13163,Republican,Donald Trump,821,0.478
Georgia,GA,Jefferson,13163,Republican,Ted Cruz,484,0.282
Georgia,GA,Jefferson,13163,Republican,Marco Rubio,259,0.151
Georgia,GA,Jefferson,13163,Republican,Ben Carson,91,0.053
Georgia,GA,Jefferson,13163,Republican,John Kasich,39,0.023
Georgia,GA,Jefferson,13163,Democrat,Hillary Clinton,1519,0.885
Georgia,GA,Jefferson,13163,Democrat,Bernie Sanders,189,0.11
Georgia,GA,Jenkins,13165,Republican,Donald Trump,513,0.518
Georgia,GA,Jenkins,13165,Republican,Ted Cruz,225,0.22699999999999998
Georgia,GA,Jenkins,13165,Republican,Marco Rubio,162,0.163
Georgia,GA,Jenkins,13165,Republican,Ben Carson,48,0.048
Georgia,GA,Jenkins,13165,Republican,John Kasich,25,0.025
Georgia,GA,Jenkins,13165,Democrat,Hillary Clinton,355,0.841
Georgia,GA,Jenkins,13165,Democrat,Bernie Sanders,64,0.152
Georgia,GA,Johnson,13167,Republican,Donald Trump,684,0.536
Georgia,GA,Johnson,13167,Republican,Ted Cruz,269,0.21100000000000002
Georgia,GA,Johnson,13167,Republican,Marco Rubio,176,0.138
Georgia,GA,Johnson,13167,Republican,Ben Carson,111,0.087
Georgia,GA,Johnson,13167,Republican,John Kasich,24,0.019
Georgia,GA,Johnson,13167,Democrat,Hillary Clinton,388,0.851
Georgia,GA,Johnson,13167,Democrat,Bernie Sanders,64,0.14
Georgia,GA,Jones,13169,Republican,Donald Trump,2318,0.49
Georgia,GA,Jones,13169,Republican,Ted Cruz,1021,0.21600000000000003
Georgia,GA,Jones,13169,Republican,Marco Rubio,736,0.156
Georgia,GA,Jones,13169,Republican,Ben Carson,430,0.091
Georgia,GA,Jones,13169,Republican,John Kasich,143,0.03
Georgia,GA,Jones,13169,Democrat,Hillary Clinton,1585,0.802
Georgia,GA,Jones,13169,Democrat,Bernie Sanders,371,0.188
Georgia,GA,Lamar,13171,Republican,Donald Trump,1398,0.455
Georgia,GA,Lamar,13171,Republican,Ted Cruz,726,0.23600000000000002
Georgia,GA,Lamar,13171,Republican,Marco Rubio,449,0.146
Georgia,GA,Lamar,13171,Republican,Ben Carson,351,0.114
Georgia,GA,Lamar,13171,Republican,John Kasich,97,0.032
Georgia,GA,Lamar,13171,Democrat,Hillary Clinton,868,0.799
Georgia,GA,Lamar,13171,Democrat,Bernie Sanders,208,0.191
Georgia,GA,Lanier,13173,Republican,Donald Trump,512,0.569
Georgia,GA,Lanier,13173,Republican,Ted Cruz,196,0.218
Georgia,GA,Lanier,13173,Republican,Marco Rubio,111,0.12300000000000001
Georgia,GA,Lanier,13173,Republican,Ben Carson,50,0.055999999999999994
Georgia,GA,Lanier,13173,Republican,John Kasich,24,0.027000000000000003
Georgia,GA,Lanier,13173,Democrat,Hillary Clinton,234,0.765
Georgia,GA,Lanier,13173,Democrat,Bernie Sanders,69,0.225
Georgia,GA,Laurens,13175,Republican,Donald Trump,3088,0.444
Georgia,GA,Laurens,13175,Republican,Ted Cruz,1562,0.22399999999999998
Georgia,GA,Laurens,13175,Republican,Marco Rubio,1284,0.184
Georgia,GA,Laurens,13175,Republican,Ben Carson,702,0.10099999999999999
Georgia,GA,Laurens,13175,Republican,John Kasich,230,0.033
Georgia,GA,Laurens,13175,Democrat,Hillary Clinton,2294,0.8220000000000001
Georgia,GA,Laurens,13175,Democrat,Bernie Sanders,453,0.162
Georgia,GA,Lee,13177,Republican,Donald Trump,3057,0.513
Georgia,GA,Lee,13177,Republican,Ted Cruz,1427,0.239
Georgia,GA,Lee,13177,Republican,Marco Rubio,829,0.139
Georgia,GA,Lee,13177,Republican,Ben Carson,388,0.065
Georgia,GA,Lee,13177,Republican,John Kasich,184,0.031
Georgia,GA,Lee,13177,Democrat,Hillary Clinton,1009,0.742
Georgia,GA,Lee,13177,Democrat,Bernie Sanders,335,0.24600000000000002
Georgia,GA,Liberty,13179,Republican,Donald Trump,1332,0.45799999999999996
Georgia,GA,Liberty,13179,Republican,Ted Cruz,644,0.222
Georgia,GA,Liberty,13179,Republican,Marco Rubio,563,0.19399999999999998
Georgia,GA,Liberty,13179,Republican,Ben Carson,192,0.066
Georgia,GA,Liberty,13179,Republican,John Kasich,128,0.044000000000000004
Georgia,GA,Liberty,13179,Democrat,Hillary Clinton,2783,0.797
Georgia,GA,Liberty,13179,Democrat,Bernie Sanders,678,0.19399999999999998
Georgia,GA,Lincoln,13181,Republican,Donald Trump,742,0.442
Georgia,GA,Lincoln,13181,Republican,Ted Cruz,515,0.307
Georgia,GA,Lincoln,13181,Republican,Marco Rubio,263,0.157
Georgia,GA,Lincoln,13181,Republican,Ben Carson,117,0.07
Georgia,GA,Lincoln,13181,Republican,John Kasich,22,0.013000000000000001
Georgia,GA,Lincoln,13181,Democrat,Hillary Clinton,538,0.845
Georgia,GA,Lincoln,13181,Democrat,Bernie Sanders,93,0.146
Georgia,GA,Long,13183,Republican,Donald Trump,633,0.5529999999999999
Georgia,GA,Long,13183,Republican,Ted Cruz,249,0.217
Georgia,GA,Long,13183,Republican,Marco Rubio,142,0.124
Georgia,GA,Long,13183,Republican,Ben Carson,79,0.069
Georgia,GA,Long,13183,Republican,John Kasich,20,0.017
Georgia,GA,Long,13183,Democrat,Hillary Clinton,261,0.685
Georgia,GA,Long,13183,Democrat,Bernie Sanders,111,0.29100000000000004
Georgia,GA,Lowndes,13185,Republican,Donald Trump,5194,0.442
Georgia,GA,Lowndes,13185,Republican,Ted Cruz,3127,0.266
Georgia,GA,Lowndes,13185,Republican,Marco Rubio,1970,0.168
Georgia,GA,Lowndes,13185,Republican,Ben Carson,945,0.08
Georgia,GA,Lowndes,13185,Republican,John Kasich,384,0.033
Georgia,GA,Lowndes,13185,Democrat,Hillary Clinton,3891,0.68
Georgia,GA,Lowndes,13185,Democrat,Bernie Sanders,1791,0.313
Georgia,GA,Lumpkin,13187,Republican,Donald Trump,2453,0.41600000000000004
Georgia,GA,Lumpkin,13187,Republican,Ted Cruz,1645,0.27899999999999997
Georgia,GA,Lumpkin,13187,Republican,Marco Rubio,1027,0.174
Georgia,GA,Lumpkin,13187,Republican,Ben Carson,409,0.069
Georgia,GA,Lumpkin,13187,Republican,John Kasich,298,0.051
Georgia,GA,Lumpkin,13187,Democrat,Hillary Clinton,560,0.506
Georgia,GA,Lumpkin,13187,Democrat,Bernie Sanders,532,0.48100000000000004
Georgia,GA,Macon,13193,Republican,Donald Trump,415,0.504
Georgia,GA,Macon,13193,Republican,Ted Cruz,162,0.19699999999999998
Georgia,GA,Macon,13193,Republican,Marco Rubio,135,0.16399999999999998
Georgia,GA,Macon,13193,Republican,Ben Carson,68,0.083
Georgia,GA,Macon,13193,Republican,John Kasich,28,0.034
Georgia,GA,Macon,13193,Democrat,Hillary Clinton,977,0.899
Georgia,GA,Macon,13193,Democrat,Bernie Sanders,105,0.09699999999999999
Georgia,GA,Madison,13195,Republican,Donald Trump,2460,0.445
Georgia,GA,Madison,13195,Republican,Ted Cruz,1578,0.28600000000000003
Georgia,GA,Madison,13195,Republican,Marco Rubio,852,0.154
Georgia,GA,Madison,13195,Republican,Ben Carson,396,0.07200000000000001
Georgia,GA,Madison,13195,Republican,John Kasich,147,0.027000000000000003
Georgia,GA,Madison,13195,Democrat,Hillary Clinton,656,0.557
Georgia,GA,Madison,13195,Democrat,Bernie Sanders,505,0.429
Georgia,GA,Marion,13197,Republican,Donald Trump,473,0.536
Georgia,GA,Marion,13197,Republican,Ted Cruz,228,0.259
Georgia,GA,Marion,13197,Republican,Marco Rubio,95,0.10800000000000001
Georgia,GA,Marion,13197,Republican,Ben Carson,55,0.062
Georgia,GA,Marion,13197,Republican,John Kasich,15,0.017
Georgia,GA,Marion,13197,Democrat,Hillary Clinton,431,0.763
Georgia,GA,Marion,13197,Democrat,Bernie Sanders,120,0.212
Georgia,GA,McDuffie,13189,Republican,Donald Trump,1288,0.40700000000000003
Georgia,GA,McDuffie,13189,Republican,Ted Cruz,1046,0.33
Georgia,GA,McDuffie,13189,Republican,Marco Rubio,503,0.159
Georgia,GA,McDuffie,13189,Republican,Ben Carson,202,0.064
Georgia,GA,McDuffie,13189,Republican,John Kasich,88,0.027999999999999997
Georgia,GA,McDuffie,13189,Democrat,Hillary Clinton,1274,0.847
Georgia,GA,McDuffie,13189,Democrat,Bernie Sanders,223,0.14800000000000002
Georgia,GA,McIntosh,13191,Republican,Donald Trump,1078,0.54
Georgia,GA,McIntosh,13191,Republican,Ted Cruz,373,0.187
Georgia,GA,McIntosh,13191,Republican,Marco Rubio,299,0.15
Georgia,GA,McIntosh,13191,Republican,Ben Carson,105,0.053
Georgia,GA,McIntosh,13191,Republican,John Kasich,95,0.048
Georgia,GA,McIntosh,13191,Democrat,Hillary Clinton,863,0.8440000000000001
Georgia,GA,McIntosh,13191,Democrat,Bernie Sanders,149,0.146
Georgia,GA,Meriwether,13199,Republican,Donald Trump,1435,0.48100000000000004
Georgia,GA,Meriwether,13199,Republican,Ted Cruz,711,0.23800000000000002
Georgia,GA,Meriwether,13199,Republican,Marco Rubio,491,0.165
Georgia,GA,Meriwether,13199,Republican,Ben Carson,223,0.075
Georgia,GA,Meriwether,13199,Republican,John Kasich,103,0.035
Georgia,GA,Meriwether,13199,Democrat,Hillary Clinton,1463,0.8540000000000001
Georgia,GA,Meriwether,13199,Democrat,Bernie Sanders,237,0.138
Georgia,GA,Miller,13201,Republican,Donald Trump,555,0.603
Georgia,GA,Miller,13201,Republican,Ted Cruz,152,0.165
Georgia,GA,Miller,13201,Republican,Marco Rubio,139,0.151
Georgia,GA,Miller,13201,Republican,Ben Carson,42,0.046
Georgia,GA,Miller,13201,Republican,John Kasich,15,0.016
Georgia,GA,Miller,13201,Democrat,Hillary Clinton,159,0.7759999999999999
Georgia,GA,Miller,13201,Democrat,Bernie Sanders,37,0.18
Georgia,GA,Mitchell,13205,Republican,Donald Trump,1246,0.547
Georgia,GA,Mitchell,13205,Republican,Ted Cruz,441,0.19399999999999998
Georgia,GA,Mitchell,13205,Republican,Marco Rubio,298,0.131
Georgia,GA,Mitchell,13205,Republican,Ben Carson,161,0.071
Georgia,GA,Mitchell,13205,Republican,John Kasich,88,0.039
Georgia,GA,Mitchell,13205,Democrat,Hillary Clinton,1338,0.858
Georgia,GA,Mitchell,13205,Democrat,Bernie Sanders,203,0.13
Georgia,GA,Monroe,13207,Republican,Donald Trump,2262,0.409
Georgia,GA,Monroe,13207,Republican,Ted Cruz,1455,0.263
Georgia,GA,Monroe,13207,Republican,Marco Rubio,1014,0.183
Georgia,GA,Monroe,13207,Republican,Ben Carson,483,0.087
Georgia,GA,Monroe,13207,Republican,John Kasich,266,0.048
Georgia,GA,Monroe,13207,Democrat,Hillary Clinton,1250,0.8009999999999999
Georgia,GA,Monroe,13207,Democrat,Bernie Sanders,300,0.192
Georgia,GA,Montgomery,13209,Republican,Donald Trump,712,0.489
Georgia,GA,Montgomery,13209,Republican,Ted Cruz,342,0.235
Georgia,GA,Montgomery,13209,Republican,Marco Rubio,200,0.13699999999999998
Georgia,GA,Montgomery,13209,Republican,Ben Carson,148,0.102
Georgia,GA,Montgomery,13209,Republican,John Kasich,35,0.024
Georgia,GA,Montgomery,13209,Democrat,Hillary Clinton,287,0.782
Georgia,GA,Montgomery,13209,Democrat,Bernie Sanders,72,0.196
Georgia,GA,Morgan,13211,Republican,Donald Trump,1656,0.39899999999999997
Georgia,GA,Morgan,13211,Republican,Ted Cruz,1151,0.27699999999999997
Georgia,GA,Morgan,13211,Republican,Marco Rubio,873,0.21
Georgia,GA,Morgan,13211,Republican,Ben Carson,235,0.057
Georgia,GA,Morgan,13211,Republican,John Kasich,184,0.044000000000000004
Georgia,GA,Morgan,13211,Democrat,Hillary Clinton,910,0.775
Georgia,GA,Morgan,13211,Democrat,Bernie Sanders,259,0.221
Georgia,GA,Murray,13213,Republican,Donald Trump,3084,0.5720000000000001
Georgia,GA,Murray,13213,Republican,Ted Cruz,1028,0.191
Georgia,GA,Murray,13213,Republican,Marco Rubio,673,0.125
Georgia,GA,Murray,13213,Republican,Ben Carson,411,0.076
Georgia,GA,Murray,13213,Republican,John Kasich,119,0.022000000000000002
Georgia,GA,Murray,13213,Democrat,Hillary Clinton,444,0.512
Georgia,GA,Murray,13213,Democrat,Bernie Sanders,407,0.469
Georgia,GA,Muscogee,13215,Republican,Donald Trump,5325,0.344
Georgia,GA,Muscogee,13215,Republican,Ted Cruz,4177,0.27
Georgia,GA,Muscogee,13215,Republican,Marco Rubio,3424,0.221
Georgia,GA,Muscogee,13215,Republican,Ben Carson,1177,0.076
Georgia,GA,Muscogee,13215,Republican,John Kasich,1109,0.07200000000000001
Georgia,GA,Muscogee,13215,Democrat,Hillary Clinton,12801,0.7909999999999999
Georgia,GA,Muscogee,13215,Democrat,Bernie Sanders,3319,0.205
Georgia,GA,Newton,13217,Republican,Donald Trump,5626,0.44
Georgia,GA,Newton,13217,Republican,Ted Cruz,3492,0.273
Georgia,GA,Newton,13217,Republican,Marco Rubio,2427,0.19
Georgia,GA,Newton,13217,Republican,Ben Carson,736,0.057999999999999996
Georgia,GA,Newton,13217,Republican,John Kasich,356,0.027999999999999997
Georgia,GA,Newton,13217,Democrat,Hillary Clinton,7269,0.78
Georgia,GA,Newton,13217,Democrat,Bernie Sanders,2001,0.215
Georgia,GA,Oconee,13219,Republican,Donald Trump,2871,0.314
Georgia,GA,Oconee,13219,Republican,Marco Rubio,2579,0.282
Georgia,GA,Oconee,13219,Republican,Ted Cruz,2352,0.257
Georgia,GA,Oconee,13219,Republican,John Kasich,665,0.073
Georgia,GA,Oconee,13219,Republican,Ben Carson,579,0.063
Georgia,GA,Oconee,13219,Democrat,Hillary Clinton,1223,0.525
Georgia,GA,Oconee,13219,Democrat,Bernie Sanders,1098,0.47100000000000003
Georgia,GA,Oglethorpe,13221,Republican,Donald Trump,1230,0.439
Georgia,GA,Oglethorpe,13221,Republican,Ted Cruz,764,0.273
Georgia,GA,Oglethorpe,13221,Republican,Marco Rubio,439,0.157
Georgia,GA,Oglethorpe,13221,Republican,Ben Carson,197,0.07
Georgia,GA,Oglethorpe,13221,Republican,John Kasich,115,0.040999999999999995
Georgia,GA,Oglethorpe,13221,Democrat,Hillary Clinton,561,0.605
Georgia,GA,Oglethorpe,13221,Democrat,Bernie Sanders,358,0.386
Georgia,GA,Paulding,13223,Republican,Donald Trump,10002,0.414
Georgia,GA,Paulding,13223,Republican,Ted Cruz,6776,0.281
Georgia,GA,Paulding,13223,Republican,Marco Rubio,5038,0.209
Georgia,GA,Paulding,13223,Republican,Ben Carson,1382,0.057
Georgia,GA,Paulding,13223,Republican,John Kasich,656,0.027000000000000003
Georgia,GA,Paulding,13223,Democrat,Hillary Clinton,4095,0.6559999999999999
Georgia,GA,Paulding,13223,Democrat,Bernie Sanders,2111,0.33799999999999997
Georgia,GA,Peach,13225,Republican,Donald Trump,1325,0.434
Georgia,GA,Peach,13225,Republican,Ted Cruz,794,0.26
Georgia,GA,Peach,13225,Republican,Marco Rubio,516,0.16899999999999998
Georgia,GA,Peach,13225,Republican,Ben Carson,259,0.085
Georgia,GA,Peach,13225,Republican,John Kasich,124,0.040999999999999995
Georgia,GA,Peach,13225,Democrat,Hillary Clinton,1675,0.8370000000000001
Georgia,GA,Peach,13225,Democrat,Bernie Sanders,316,0.158
Georgia,GA,Pickens,13227,Republican,Donald Trump,3360,0.48100000000000004
Georgia,GA,Pickens,13227,Republican,Ted Cruz,1570,0.225
Georgia,GA,Pickens,13227,Republican,Marco Rubio,1330,0.19
Georgia,GA,Pickens,13227,Republican,Ben Carson,344,0.049
Georgia,GA,Pickens,13227,Republican,John Kasich,305,0.044000000000000004
Georgia,GA,Pickens,13227,Democrat,Hillary Clinton,431,0.531
Georgia,GA,Pickens,13227,Democrat,Bernie Sanders,370,0.456
Georgia,GA,Pierce,13229,Republican,Donald Trump,1345,0.40399999999999997
Georgia,GA,Pierce,13229,Republican,Ted Cruz,1040,0.312
Georgia,GA,Pierce,13229,Republican,Marco Rubio,598,0.179
Georgia,GA,Pierce,13229,Republican,Ben Carson,222,0.067
Georgia,GA,Pierce,13229,Republican,John Kasich,71,0.021
Georgia,GA,Pierce,13229,Democrat,Hillary Clinton,219,0.67
Georgia,GA,Pierce,13229,Democrat,Bernie Sanders,104,0.318
Georgia,GA,Pike,13231,Republican,Donald Trump,1930,0.43799999999999994
Georgia,GA,Pike,13231,Republican,Ted Cruz,1195,0.271
Georgia,GA,Pike,13231,Republican,Marco Rubio,677,0.154
Georgia,GA,Pike,13231,Republican,Ben Carson,451,0.102
Georgia,GA,Pike,13231,Republican,John Kasich,102,0.023
Georgia,GA,Pike,13231,Democrat,Hillary Clinton,417,0.684
Georgia,GA,Pike,13231,Democrat,Bernie Sanders,187,0.307
Georgia,GA,Polk,13233,Republican,Donald Trump,3360,0.556
Georgia,GA,Polk,13233,Republican,Ted Cruz,1091,0.18
Georgia,GA,Polk,13233,Republican,Marco Rubio,944,0.156
Georgia,GA,Polk,13233,Republican,Ben Carson,390,0.065
Georgia,GA,Polk,13233,Republican,John Kasich,177,0.028999999999999998
Georgia,GA,Polk,13233,Democrat,Hillary Clinton,944,0.6859999999999999
Georgia,GA,Polk,13233,Democrat,Bernie Sanders,403,0.293
Georgia,GA,Pulaski,13235,Republican,Donald Trump,673,0.504
Georgia,GA,Pulaski,13235,Republican,Marco Rubio,262,0.196
Georgia,GA,Pulaski,13235,Republican,Ted Cruz,236,0.177
Georgia,GA,Pulaski,13235,Republican,Ben Carson,91,0.068
Georgia,GA,Pulaski,13235,Republican,John Kasich,47,0.035
Georgia,GA,Pulaski,13235,Democrat,Hillary Clinton,376,0.86
Georgia,GA,Pulaski,13235,Democrat,Bernie Sanders,60,0.13699999999999998
Georgia,GA,Putnam,13237,Republican,Donald Trump,1983,0.49200000000000005
Georgia,GA,Putnam,13237,Republican,Marco Rubio,849,0.21
Georgia,GA,Putnam,13237,Republican,Ted Cruz,746,0.185
Georgia,GA,Putnam,13237,Republican,Ben Carson,246,0.061
Georgia,GA,Putnam,13237,Republican,John Kasich,161,0.04
Georgia,GA,Putnam,13237,Democrat,Hillary Clinton,871,0.802
Georgia,GA,Putnam,13237,Democrat,Bernie Sanders,206,0.19
Georgia,GA,Quitman,13239,Republican,Donald Trump,174,0.5720000000000001
Georgia,GA,Quitman,13239,Republican,Marco Rubio,45,0.14800000000000002
Georgia,GA,Quitman,13239,Republican,Ted Cruz,41,0.135
Georgia,GA,Quitman,13239,Republican,Ben Carson,24,0.079
Georgia,GA,Quitman,13239,Republican,John Kasich,12,0.039
